id,nombreInstitucion,codigoInstitucion,codigoCutComuna,nombreComuna,formaAudiencia,fechainicioAudienca,duracionMinutoAudiencia,codigoAudienciaInstitucion,lugarAudiencia,observacionesMateriaAudiencia,descripcionMateria,codigoActualDatasetRegistroPasivo,codigoPasivoInstitucion,nombrePasivoInstitucion,cargoNombrePasivo,nombrePasivo,apellidosPasivo,codigoNacionalidadIsoPasivo,fechaInicioPasivo,fechaTerminoPasivo,linkAudienciaReunionPasivo,linkViajesPasivo,linkDonativosPasivo,cargoFuncionPasivo,codigoActualDatasetRegistroActivo,codigoActualDatasetRegistroEntidadActivo,nombreActivo,apellidosActivo,documentoPaisActivo,codigoNacionalidadActivo,remuneradoActivo,nombreInstitucionActivo,codigoInstitucionActivo,rutActivo,codigoInternacionalActivo,nombreEntidadActivo,giroActivo,representanteActivo,naturalezaActivo,administradorActivo,tipoEntidadActivo
179404,CAMARA DE DIPUTADOS,nr006,12101,Punta Arenas,Presencial,2016-08-24 16:00:00,30,AR4526,Chorrillos 044,Reunión Informativa.,Ninguna de las anteriores.,80250,NR006-SP020,CAMARA DE DIPUTADOS,Diputado,Juan Enrique,Morano Cornejo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=20&parid=992,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=20,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=20,Diputado,447738,,Alberto Jose,Harambour Giner,CHL,CHL,0,,,,,,,,,,
179407,CAMARA DE DIPUTADOS,nr006,10301,Osorno,Presencial,2016-08-25 13:30:00,60,AR4565,Manuel Rodríguez 816,Incentivo al retiro y carrera funcionaria. ,Ninguna de las anteriores.,80223,NR006-SP084,CAMARA DE DIPUTADOS,Diputado,Javier,Hernández Hernández,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=84&parid=850,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=84,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=84,Diputado,447744,,Vania Carola,Ángulo  Torrez,CHL,CHL,0,,,,,,,,,,
179409,CAMARA DE DIPUTADOS,nr006,9108,Lautaro,Presencial,2016-08-26 13:00:00,30,AR4360,Francisco Bilbao 335,Plan de inversión CGED 2016 Plan de invierno 2016 Campaña Numeración  Plan de Trabajo con autoridades 2016 Plan de relacionamiiento con la comunidad  ,Ninguna de las anteriores.,80260,NR006-SP115,CAMARA DE DIPUTADOS,Diputado,Diego,Paulsen Kehr,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=115&parid=995,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=115,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=115,Diputado,447746,,Miguel Angel ,Veloso Herrera ,CHL,CHL,0,,,,,,,,,,
179412,CAMARA DE DIPUTADOS,nr006,4101,La Serena,Presencial,2016-08-26 20:00:00,30,AR4443,oficina parlamentaria Brasil 451  1er piso interior La Serena,Presentación de ejecutivos de CONAFE y saludo protocolar.,Ninguna de las anteriores.,80275,NR006-SP015,CAMARA DE DIPUTADOS,Diputado,Raúl,Saldívar Auger,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=15&parid=1001,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=15,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=15,Diputado,447765,,José Eduardo,Salinas Gaete,CHL,CHL,0,,,,,,,,,,
179417,CAMARA DE DIPUTADOS,nr006,8101,Concepción,Presencial,2016-08-29 14:30:00,60,AR4595,diagonal pedro aguirre cerda 1180  oficina 302,Aplicación dictamen N° 46.357 de la Controlaría General de la República.- ,Ninguna de las anteriores.,80258,NR006-SP073,CAMARA DE DIPUTADOS,Diputado,Clemira,Pacheco Rivas,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=73&parid=880,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=73,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=73,Diputado,447784,,Gabriel ,Meza Toledo,CHL,CHL,0,,,,,,,,,,
179418,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 14:30:00,20,AR4493,Edif. Sede Congreso Nacional-Stgo.,Propuesta de mejora a proyecto boletín 9889-24 y a la indicación del Ejecutivo. ,Ninguna de las anteriores.,80185,NR006-SP106,CAMARA DE DIPUTADOS,Diputado,Claudio,Arriagada Macaya,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=106&parid=969,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=106,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=106,Diputado,447787,,Daniel ,Álvarez Valenzuela,CHL,CHL,0,,,,,,,,,,
179419,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 14:30:00,30,AR4427,Compañía 1131,Informar acerca de la posición de los operadores de estacionamientos acerca de la moción parlamentaria contenida en el Boletín Nº 9729.,Ninguna de las anteriores.,80242,NR006-SP107,CAMARA DE DIPUTADOS,Diputado,Daniel,Melo Contreras,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=107&parid=990,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=107,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=107,Diputado,447789,,Felipe,Barrueto Avalos  ,CHL,CHL,1,,,,,,,,,,
179421,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 15:00:00,20,AR4538,Comité DC. Sede Congreso Nacional-Santiago,Informar acerca de la posición de los operadores de estacionamientos acerca de la moción parlamentaria contenida en el Boletín Nº 9729.,Ninguna de las anteriores.,80185,NR006-SP106,CAMARA DE DIPUTADOS,Diputado,Claudio,Arriagada Macaya,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=106&parid=969,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=106,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=106,Diputado,447794,,Fernando,Allendes,CHL,CHL,0,,,,,,,,,,
179423,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 15:00:00,30,AR4491,Bancada PS   Ex. congreso.,Informar acerca de la posición de los operadores de estacionamientos acerca de la moción parlamentaria contenida en el Boletín Nº 9729.,Ninguna de las anteriores.,80275,NR006-SP015,CAMARA DE DIPUTADOS,Diputado,Raúl,Saldívar Auger,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=15&parid=1001,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=15,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=15,Diputado,447805,,Felipe,Barrueto Avalos  ,CHL,CHL,1,,,,,,,,,,
179428,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-08-29 19:00:00,30,AR4380,Camara de Diputado,Ley de Fármacos II.,Ninguna de las anteriores.,80266,NR006-SP114,CAMARA DE DIPUTADOS,Diputado,Jorge,Rathgeb Schifferli,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=114&parid=999,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=114,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=114,Diputado,447816,,Jean Jacques,Duhart Saurel,CHL,CHL,0,,,,,,,,,,
179429,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 20:00:00,30,AR4358,Congreso Nacional  Santiago,Nueva estrategia de Anglo American y su impacto en Chile. Desafíos de la minería en la zona central y futuro de Los Bronces.  Proceso Constituyente. Clima de negocios. Implementación de Principios Rectores sobre las Empresas y los Derechos Humanos por parte de Anglo American. Programa DesarrollaT de educación Técnico-Profesional.,Ninguna de las anteriores.,80189,NR006-SP108,CAMARA DE DIPUTADOS,Diputado,Jaime,Bellolio Avaria,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=108&parid=970,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=108,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=108,Diputado,447817,,Juan,Somavia,CHL,CHL,0,,,,,,,,,,
179430,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 22:00:00,45,AR4482,Calle Compañia 1131. Ex Congreso.,Información presente y futuro Minera Candelaria.,Ninguna de las anteriores.,80269,NR006-SP025,CAMARA DE DIPUTADOS,Diputado,Alberto,Robles Pantoja,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=25&parid=888,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=25,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=25,Diputado,447819,,Miguel,Troncoso Guzmán,CHL,CHL,0,,,,,,,,,,
179431,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-08-29 22:00:00,20,AR4537,Comité DC. Sede Congreso Nacional-Santiago,Tratar el proyecto que extiende la aplicación de la Ley 20.243  en el cual el diputado Arriagada integrará comisión mixta.,Ninguna de las anteriores.,80185,NR006-SP106,CAMARA DE DIPUTADOS,Diputado,Claudio,Arriagada Macaya,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=106&parid=969,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=106,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=106,Diputado,447821,,Rodrigo Antonio,Aguila Araya,CHL,CHL,0,,,,,,,,,,
179454,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 14:00:00,60,AR4653,Ex Congreso,Ley Ricardo Larraín. ,Ninguna de las anteriores.,80264,NR006-SP113,CAMARA DE DIPUTADOS,Diputado,Roberto,Poblete Zapata,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=113&parid=997,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=113,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=113,Diputado,447896,,Daniela,Castagno,CHL,CHL,0,,,,,,,,,,
179457,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 16:00:00,30,AR4563,Ex Congreso,Reglamento Ley de los Impuestos Verdes.,Ninguna de las anteriores.,80221,NR006-SP064,CAMARA DE DIPUTADOS,Diputado,Romilio,Gutiérrez Pino,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=64&parid=938,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=64,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=64,Diputado,447903,,Karl,Huber,CHL,CHL,0,,,,,,,,,,
179458,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 17:00:00,30,AR4556,Ex-Congreso Nacional Santiago,Proyecto ley de Colegios Profesionales.,Ninguna de las anteriores.,80198,NR006-SP009,CAMARA DE DIPUTADOS,Diputado,Guillermo,Ceroni Fuentes,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=9&parid=819,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=9,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=9,Diputado,447908,,Lucy Margarita,Escobar Escobar,CHL,CHL,0,,,,,,,,,,
179460,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 19:30:00,45,AR4372,congreso santiago,Ley de Educación Superior.,Ninguna de las anteriores.,80217,NR006-SP040,CAMARA DE DIPUTADOS,Diputado,Cristina,Girardi Lavín,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=40&parid=936,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=40,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=40,Diputado,447914,,Juan ,Matulic Moreno,CHL,CHL,0,,,,,,,,,,
179461,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 19:45:00,30,AR4655,Ex Congrso Nacional ,Proyectos de inversión y conflictos territoriales.,Ninguna de las anteriores.,80229,NR006-SP067,CAMARA DE DIPUTADOS,Diputado,Carlos Abel,Jarpa Wevar,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=67&parid=855,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=67,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=67,Diputado,447918,,Bruno Mauricio,Saldías Rivas,CHL,CHL,0,,,,,,,,,,
179462,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-05 19:45:00,30,AR4654,Ex Congreso Nacional ,Proyectos de inversión y conflictos territoriales ,Ninguna de las anteriores.,80229,NR006-SP067,CAMARA DE DIPUTADOS,Diputado,Carlos Abel,Jarpa Wevar,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=67&parid=855,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=67,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=67,Diputado,447920,,Bruno Mauricio,Saldias Rivas ,CHL,CHL,0,,,,,,,,,,
179473,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-07 19:30:00,30,AR4578,Congreso Nacional,Abusos cometidos por Carabineros y Fiscalía Militar.,Ninguna de las anteriores.,80184,NR006-SP051,CAMARA DE DIPUTADOS,Diputado,Osvaldo,Andrade Lara,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=51&parid=924,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=51,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=51,Diputado,447988,,Joaquín Andrés,Pérez Fernández,CHL,CHL,0,,,,,,,,,,
179476,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-08 20:30:00,20,AR4405,Catedral 1009 oficina 705,Entrevista para proyecto de investigación en el marco de las lógicas de representación entre parlamentarios y electores.,Ninguna de las anteriores.,80232,NR006-SP104,CAMARA DE DIPUTADOS,Diputado,Felipe,Kast Sommerhoff,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=104&parid=988,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=104,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=104,Diputado,447999,,Amanda,Rutllant da Cunha,CHL,CHL,0,,,,,,,,,,
179477,CAMARA DE DIPUTADOS,nr006,1101,Iquique,Presencial,2016-09-09 13:30:00,60,AR4602,Av.Héroes de La Concepción 2648,Dictamen N° 46357 de Contraloría General de la República.,Ninguna de las anteriores.,80287,NR006-SP014,CAMARA DE DIPUTADOS,Diputado,Renzo,Trisotti Martínez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=14&parid=1003,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=14,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=14,Diputado,448001,,Rosario ,Díaz Astudillo,CHL,CHL,0,,,,,,,,,,
179480,CAMARA DE DIPUTADOS,nr006,9101,Temuco,Presencial,2016-09-09 17:00:00,30,AR4649,Los Apeninos 535,Ley de Presupuesto.,Ninguna de las anteriores.,80205,NR006-SP080,CAMARA DE DIPUTADOS,Diputado,José Manuel,Edwards Silva,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=80&parid=935,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=80,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=80,Diputado,448005,,Andreas Carlos,Kobrich Gruebler,CHL,CHL,0,,,,,,,,,,
179481,CAMARA DE DIPUTADOS,nr006,12101,Punta Arenas,Presencial,2016-09-09 22:00:00,45,AR4722,Chorrillos 0444,Presentar al Diputado Juan Morano  problemática de los locatarios de las pescaderias de Punta Arenas.,Ninguna de las anteriores.,80250,NR006-SP020,CAMARA DE DIPUTADOS,Diputado,Juan Enrique,Morano Cornejo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=20&parid=992,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=20,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=20,Diputado,448012,,RAMON,CARDENAS,CHL,CHL,0,,,,,,,,,,
179503,CAMARA DE DIPUTADOS,nr006,5804,Villa Alemana,Presencial,2016-09-22 19:30:00,20,AR4770,SEDE DISTRITAL DE VILLA ALEMANA ,Apoyo en presentación de proyectos a fono deportivos,Ninguna de las anteriores.,80278,NR006-SP032,CAMARA DE DIPUTADOS,Diputado,Marcelo,Schilling Rodríguez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=32&parid=920,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=32,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=32,Diputado,448098,,EDSON ,GALVEZ,CHL,CHL,0,,,,,,,,,,
179486,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-13 15:00:00,30,AR4635,congreso nacional,Exponer el déficit de recursos que enfrenta la Dirección de Arquitectura del MOP  lo que originando conflictos dentro del Servicio.,Ninguna de las anteriores.,80237,NR006-SP055,CAMARA DE DIPUTADOS,Diputado,Felipe,Letelier Norambuena,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=55&parid=177,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=55,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=55,Diputado,448046,,Angel Ivan,Liberona Fuentes,CHL,CHL,0,,,,,,,,,,
179490,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-13 19:30:00,30,AR4575,ex congreso nacional,Realizar presentación de la empresa y revisar iniciativas legislativas relacionadas con las instalación de estructuras de soporte de telecomunicaciones. ,Ninguna de las anteriores.,80188,NR006-SP078,CAMARA DE DIPUTADOS,Diputado,Germán,Becker Alvear,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=78&parid=813,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=78,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=78,Diputado,448055,,Cristian ,Casanova,CHL,CHL,0,,,,,,,,,,
179491,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-13 19:30:00,30,AR4679,edificio del Congreso Nacional,Proyecto Ley de Colegios Profesionales. Situación de contadores auditores,Ninguna de las anteriores.,80184,NR006-SP051,CAMARA DE DIPUTADOS,Diputado,Osvaldo,Andrade Lara,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=51&parid=924,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=51,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=51,Diputado,448057,,Mónica Patricia,Pérez Zúñiga,CHL,CHL,0,,,,,,,,,,
179492,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-13 20:45:00,30,AR4651,Sede Camara,Rol del profesional Matrona/Matrón Dictamen de Contraloría N° 46357.,Ninguna de las anteriores.,80250,NR006-SP020,CAMARA DE DIPUTADOS,Diputado,Juan Enrique,Morano Cornejo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=20&parid=992,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=20,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=20,Diputado,448062,,Carmen,Garcés Illanes,CHL,CHL,0,,,,,,,,,,
179498,CAMARA DE DIPUTADOS,nr006,1101,Iquique,Presencial,2016-09-15 14:00:00,30,AR4725,oficina distrital,Ley Modernización de Aduana.,Ninguna de las anteriores.,80287,NR006-SP014,CAMARA DE DIPUTADOS,Diputado,Renzo,Trisotti Martínez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=14&parid=1003,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=14,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=14,Diputado,448082,,Héctor  Jaime ,Olivares Pereira,CHL,CHL,0,,,,,,,,,,
179502,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-21 16:00:00,40,AR4709,CONGRESO SANTIAGO,Dar a conocer la Fundación Integral de la Familia (FIDEF) y solicitar su inclusión en asuntos afines a familia  infancia  personas con discapacidad y adulto mayor.,Ninguna de las anteriores.,80251,NR006-SP042,CAMARA DE DIPUTADOS,Diputado,Claudia,Nogueira Fernández,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=42&parid=874,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=42,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=42,Diputado,448096,,Javiera,Terroba Aguirre,CHL,CHL,0,,,,,,,,,,
179517,CAMARA DE DIPUTADOS,nr006,12101,Punta Arenas,Presencial,2016-09-23 19:30:00,60,AR4721,Avda Bulnes 0136,Presentar al SEREMI de Salud don Oscar Vargas  junto a locatarios de pescaderias de la comuna de Punta Arenas problemáticas del rubro ,Ninguna de las anteriores.,80250,NR006-SP020,CAMARA DE DIPUTADOS,Diputado,Juan Enrique,Morano Cornejo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=20&parid=992,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=20,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=20,Diputado,448137,,ENRIQUE,SEGURA,CHL,CHL,0,,,,,,,,,,
179521,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-26 15:00:00,45,AR4690,Bancada PS  Ex Congreso.,Ley de Inclusión Educación Especial  escuela cárcel  egresados del SENAME y Derechos Humanos.,Ninguna de las anteriores.,80259,NR006-SP006,CAMARA DE DIPUTADOS,Diputado,Denise,Pascal Allende,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=6&parid=883,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=6,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=6,Diputado,448144,,Samuel ,Villegas,CHL,CHL,0,,,,,,,,,,
179531,CAMARA DE DIPUTADOS,nr006,13101,Santiago,Presencial,2016-09-26 21:15:00,30,AR4658,Sede Santiago Congreso Nacional,Temas relevantes del sector minero  particularmente proyecto de ley que reforma Código de Aguas y proyecto de ley sobre glaciares.,Ninguna de las anteriores.,80184,NR006-SP051,CAMARA DE DIPUTADOS,Diputado,Osvaldo,Andrade Lara,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=51&parid=924,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=51,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=51,Diputado,448168,,Carlos ,Urenda,CHL,CHL,0,,,,,,,,,,
179532,CAMARA DE DIPUTADOS,nr006,6101,Rancagua,Presencial,2016-09-26 22:00:00,60,AR4868,O Carrol 512,informen acerca de las falencias del Hospital Regional de Rancagua.,Ninguna de las anteriores.,80233,NR006-SP054,CAMARA DE DIPUTADOS,Diputado,Issa,Kort Garriga,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=54&parid=967,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=54,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=54,Diputado,448170,,Olga,Jimenez,CHL,CHL,0,,,,,,,,,,
179534,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-27 15:30:00,30,AR4650,Congreso Nacional,Derechos Humanos e infancia (Ley de infancia),Ninguna de las anteriores.,80220,NR006-SP021,CAMARA DE DIPUTADOS,Diputado,Hugo,Gutiérrez Gálvez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=21&parid=937,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=21,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=21,Diputado,448175,,Christian,Araya,CHL,CHL,0,,,,,,,,,,
179542,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-27 20:00:00,40,AR4724,Congreso Nacional,Proyecto de ley de tabaco.,Ninguna de las anteriores.,80271,NR006-SP039,CAMARA DE DIPUTADOS,Diputado,Karla,Rubilar Barahona,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=39&parid=891,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=39,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=39,Diputado,448198,,Paulina ,Rojas,CHL,CHL,0,,,,,,,,,,
179543,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-27 20:00:00,30,AR4530,CÁMARA DE DIPUTADO,Proyecto de ley de tabaco que se tramita en el Parlamento.,Ninguna de las anteriores.,92397,NR006-SP123,CAMARA DE DIPUTADOS,Diputado,Miguel Ángel,Alvarado Ramírez,CHL,2015-07-01,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=123&parid=1007,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=123,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=123,Diputado,448200,,Isabel,Díaz Medina ,CHL,CHL,0,,,,,,,,,,
179544,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-28 15:15:00,60,AR4697,Congreso nacional,Informar sobre cuentas de la luz  reliquidaciones y nueva Ley de Equidad Tarifaria,Ninguna de las anteriores.,80225,NR006-SP036,CAMARA DE DIPUTADOS,Diputado,María José,Hoffmann Opazo,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=36&parid=940,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=36,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=36,Diputado,448204,,Marcelo,Luengo Amar,CHL,CHL,0,,,,,,,,,,
179550,CAMARA DE DIPUTADOS,nr006,5101,Valparaíso,Presencial,2016-09-28 16:00:00,30,AR4683,Cámara de Diputados ,Nuestra empresa  GfK Adimark  se encuentra desarrollando un estudio para la Empresa Nacional del Petróleo  ENAP. En conjunto hemos definido un grupo de líderes de opinión que resultan muy relevantes de consultar respecto de la imagen y posicionamiento de ENAP en Chile. Usted está en ese grupo de alta influencia al que nos gustaría acceder y es de especial interés para la gerencia de ENAP.,Ninguna de las anteriores.,80278,NR006-SP032,CAMARA DE DIPUTADOS,Diputado,Marcelo,Schilling Rodríguez,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=32&parid=920,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=32,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=32,Diputado,448214,,Maria Jose ,Vallejos Sepulveda ,CHL,CHL,1,,,,,,,,,,
179556,CAMARA DE DIPUTADOS,nr006,6301,San Fernando,Presencial,2016-09-30 14:30:00,20,AR4717,Av. Manso de Velasco 605,Cumplimiento del Dictamen 46357  sobre campos compartidos entre matronas y enfermeros. ,Ninguna de las anteriores.,80239,NR006-SP007,CAMARA DE DIPUTADOS,Diputado,Javier,Macaya Danús,CHL,2014-11-29,,http://www.camara.cl/camara/agenda_lobby.aspx?spaid=7&parid=942,http://www.camara.cl/camara/transparencia/viajes.aspx?spaid=7,http://www.camara.cl/camara/transparencia/donaciones.aspx?spaid=7,Diputado,448232,,Paulina,Vargas Peralta,CHL,CHL,0,,,,,,,,,,
