id,nombreInstitucion,codigoInstitucion,codigoCutComuna,nombreComuna,formaAudiencia,fechainicioAudienca,duracionMinutoAudiencia,codigoAudienciaInstitucion,lugarAudiencia,observacionesMateriaAudiencia,descripcionMateria,codigoActualDatasetRegistroPasivo,codigoPasivoInstitucion,nombrePasivoInstitucion,cargoNombrePasivo,nombrePasivo,apellidosPasivo,codigoNacionalidadIsoPasivo,fechaInicioPasivo,fechaTerminoPasivo,linkAudienciaReunionPasivo,linkViajesPasivo,linkDonativosPasivo,cargoFuncionPasivo,codigoActualDatasetRegistroActivo,codigoActualDatasetRegistroEntidadActivo,nombreActivo,apellidosActivo,documentoPaisActivo,codigoNacionalidadActivo,remuneradoActivo,nombreInstitucionActivo,codigoInstitucionActivo,rutActivo,codigoInternacionalActivo,nombreEntidadActivo,giroActivo,representanteActivo,naturalezaActivo,administradorActivo,tipoEntidadActivo
364,SENADO,nr005,13101,Santiago,Presencial,2014-12-11 00:00:00,60,67,Guardia Vieja 392,Proyecto de Ley sobre Creación de una Intendencia de Supervision y control de la informacion financiera y exigencia de certificacion integral complementaria a la auditoria externa.-,Ninguna de las anteriores.,268135,30,SENADO,Senador,Isabel,Allende Bussi,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
371,SENADO,nr005,13502,Alhué,Presencial,2014-12-15 00:00:00,60,77,Alameda 1370  Oficina 702  Santiago,Reformulación al sistema de salud,Ninguna de las anteriores.,268138,33,SENADO,Senador,Lily,Pérez San Martín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
378,SENADO,nr005,5101,Valparaíso,Presencial,2014-12-10 00:00:00,45,87,Oficina Senador Bianchi Piso 9,Estas personas individualizadas integran la directiva de Ajuter  quienes haran llegar una propuesta de terapia de rehabilitacion para ludopatas que sirva para complementar proyecto de ley del Senador Bianchi en relación a la ludopatía el que sera presentado dentro de las próximas semanas.,Ninguna de las anteriores.,268108,3,SENADO,Senador,Carlos,Bianchi Chelech,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
379,SENADO,nr005,13502,Alhué,Presencial,2014-12-22 00:00:00,60,89,Oficina Presidencia Senado Santiago Morande 441,Gas - Puerto de Quinteros.,Ninguna de las anteriores.,268135,30,SENADO,Senador,Isabel,Allende Bussi,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
384,SENADO,nr005,14102,Corral,Presencial,2014-12-31 00:00:00,45,95,Independencia N°625  Piso 2,La empresa ha desarrollado un proceso de participación ciudadana anticipada  presentando el proyecto tanto a autoridades regionales como a la comunidad  con el objetivo de que todos los actores involucrados conozcan en detalle el proyecto.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
390,SENADO,nr005,13101,Santiago,Presencial,2014-12-29 00:00:00,30,118,Morande 441 Oficia Senador Pizarro,Se presentó interés de colegios particulares subvencionados en la materia que les afecta en la Reforma Educacional.,Ninguna de las anteriores.,268107,2,SENADO,Senador,Jorge,Pizarro Soto,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
392,SENADO,nr005,13502,Alhué,Presencial,2014-12-29 00:00:00,25,120,Morande 441,Entregaron opinión sobre Reforma Educacional,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
394,SENADO,nr005,13502,Alhué,Presencial,2014-12-29 00:00:00,25,122,Morande 441,Reforma Educacional  tema Selección,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
396,SENADO,nr005,13502,Alhué,Presencial,2014-12-30 00:00:00,30,124,Morandé 441  Oficina Senador J.Pizarro,Reforma Educación  presentación de Colegios alemanes de Chile. Tema pre selección.,Ninguna de las anteriores.,268107,2,SENADO,Senador,Jorge,Pizarro Soto,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
403,SENADO,nr005,5602,Algarrobo,Presencial,2014-12-10 00:00:00,30,134,Oficina Del Senador En El Congreso Nacional.,Proyecto de Ley Única de Donaciones.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
404,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-13 00:00:00,30,137,Sede Del Congreso Nacional,El interesado es atendido por el equipo de asesores de la Senadora  debido a urgencias que requirieron la presencia de ella.tenor de la reunión. Presentación de empresa sobre implementación cabinas para fumadores  que impiden el traspaso del humo a los ambientes comunes.  Solicita modificación de la ley de tabaco con la finalidad de que se puedan implementar tales instalaciones.El interesado reconoce ser representante legal en Chile de la empresa Qleanair-Chile limitada.,Ninguna de las anteriores.,268118,13,SENADO,Senador,Carolina,Goic Boroevic,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
405,SENADO,nr005,8314,Alto Biobío,Presencial,2014-12-23 00:00:00,80,139,Ohiggins 1529,Presentar propuesta sobre modificaciones a la ley de Isapres,Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
407,SENADO,nr005,13101,Santiago,Presencial,2015-01-05 00:00:00,45,141,Oficina Del Senador  Senado De Santiago,Boletín 9791-05  Renueva aplicación del mecanismo de reintegro parcial del impuesto específico al petróleo diésel para las empresas de transporte de carga y otorga beneficio tributario que indica. Señalan la necesidad de que se haga un estudio que obligue finalmente que todos los consumidores paguen el impuesto.,Ninguna de las anteriores.,268132,27,SENADO,Senador,José,García Ruminot,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
410,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,0,144,Oficina Del Senador En El Congreso Nacional,Apoyo en la promoción y cumplimiento de las partidas contenidas en la Ley de Presupuestos en el tema ferroviario.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
369,SENADO,nr005,13502,Alhué,Presencial,2014-12-12 00:00:00,30,73,Senado,Datos Personales. Realizada el 12 de diciembre de 2014,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
372,SENADO,nr005,5602,Algarrobo,Presencial,2014-12-10 00:00:00,60,78,Congreso Nacional,Planteamientos respecto del proyecto de ley boletin N° 8784-04 que renueva la vigencia de la ley 19.648 de 1999  sobre acceso a la titularidad de los docentes a contrata en los establecimientos pulicos subvencionados.Además plantearon los temas que les afectan directamente contenidos en la denominada agenda corta:1.- Titularidad de la Función2.- Bono al Incentivo3.- Agobio laboral4.- Ingreso Mí­nimo Docente5.- Deuda Histórica,Ninguna de las anteriores.,268131,26,SENADO,Senador,Alberto,Espina Otero,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
383,SENADO,nr005,10202,Ancud,Presencial,2014-12-05 00:00:00,60,93,Oficina Parlamentaria,Ley Corta educación publica,Ninguna de las anteriores.,268122,17,SENADO,Senador,Iván,Moreira Barros,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
386,SENADO,nr005,5101,Valparaíso,Presencial,2014-12-17 00:00:00,15,100,Senado Valparaiso,Entrega al senador información sobre la Fundación Emilia,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
388,SENADO,nr005,5602,Algarrobo,Presencial,2014-12-17 00:00:00,20,107,Piso 9,Política y soluciones de manejo de residuos,Ninguna de las anteriores.,268128,23,SENADO,Senador,Antonio,Horvath Kiss,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
389,SENADO,nr005,13101,Santiago,Presencial,2014-12-29 00:00:00,600,111,Mornadé 441. Oficina Senador Jorge Pizarro,No se presentaron a la reunión.,Ninguna de las anteriores.,268107,2,SENADO,Senador,Jorge,Pizarro Soto,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
391,SENADO,nr005,13502,Alhué,Presencial,2014-12-29 00:00:00,25,119,Morande 441,Reforma Educacional,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
393,SENADO,nr005,13502,Alhué,Presencial,2014-12-29 00:00:00,25,121,Morande 441,Situación de trabajadores del Cementerio General   que desean recibir beneficio de incentivo al retiro,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
397,SENADO,nr005,13101,Santiago,Presencial,2014-12-29 00:00:00,30,125,Morandé 441. Oficina Senador Jorge Pizarro,Como director de establecimiento católico-particular se expuso en relación a la reforma educación y como ven que les afecta en la medida que sea aprobada tal como se presentó.,Ninguna de las anteriores.,268107,2,SENADO,Senador,Jorge,Pizarro Soto,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
399,SENADO,nr005,13502,Alhué,Presencial,2014-12-22 00:00:00,60,128,Senado,Problemática asociada a Bocamina 2 en la Comuna de Coronel Región del Bio Bio.,Ninguna de las anteriores.,268111,6,SENADO,Senador,Alejandro,Navarro Brain,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
408,SENADO,nr005,13101,Santiago,Presencial,2015-01-05 00:00:00,45,142,Oficina Del Senador  Senado Santiago.,Boletín 9791-05  Renueva aplicación del mecanismo de reintegro parcial del impuesto específico al petróleo diésel para las empresas de transporte de carga y otorga beneficio tributario que indica. Señalan la necesidad de que se haga un estudio que obligue finalmente que todos los consumidores paguen el impuesto.,Ninguna de las anteriores.,268132,27,SENADO,Senador,José,García Ruminot,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
409,SENADO,nr005,13502,Alhué,Presencial,2015-01-05 00:00:00,45,143,Oficina Senador Jose Garcia Ruminot  Ex Congreso Nacional Santiago,BOLETIN 9791-05  RENUEVA APLICACION DEL MECANISMO DE REINTEGRO PARCIAL DEL  IMPUESTO ESPECIFICO AL PETROLEO DIESEL PARA LAS EMPRESAS DE TRANSPORTE DE CARGA Y OTORGA BENEFICIO TRIBUTARIO QUE INDICA. SEÑALAN LA NECESIDAD DE QUE SE HAGA UN ESTUDIO QUE OBLIGUE FINALMENTE QUE TODOS LOS CONSUMIDORES PAGUEN EL IMPUESTO.,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
419,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,25,192,Senado,Entregar información de la Fundación,Ninguna de las anteriores.,268112,7,SENADO,Senador,Víctor,Pérez Varela,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
422,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,35,198,Oficina Del Senador En El Congreso Nacional.,Proyecto de ley de fortalecimiento del Ministerio Público.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
424,SENADO,nr005,8101,Concepción,Presencial,2015-01-09 00:00:00,65,200,Sede Parlamentaria Concepción,Situación pesquera de los recursos Bacalao  Albacora  Reineta y otros demersales.,Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
13773,SENADO,nr005,13101,Santiago,Presencial,2015-03-09 00:00:00,0,348,Oficina Senador En Santiago,Problemas con Direccion de Trabajo   por multas y otros.,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11966,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
367,SENADO,nr005,13124,Pudahuel,Presencial,2014-12-12 00:00:00,60,70,Planta Hidronor,Se hizo un recorrido por las instalaciones de la planta de acopio de residuos peligrosos. AdemÃ¡s  se dio a conocer los laboratorios de la empresa  Ãºnicos en su tipo. Se conversÃ³ del proyecto de ley que regula el traslado de desechos y las nuevas sanciones penales que tendrÃ­an los infractores. Por Ãºltimo  se plantearon los temas de carÃ¡cter medioambientales que aÃºn no estÃ¡n regulados en nuestros paÃ­s.,Ninguna de las anteriores.,268109,4,SENADO,Senador,Guido,Girardi Lavín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
373,SENADO,nr005,13502,Alhué,Presencial,2014-12-15 00:00:00,25,79,Morande 441,Propuestas sobre Reforma Educacional  de Educación 20 y 20,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
376,SENADO,nr005,13502,Alhué,Presencial,2014-12-18 00:00:00,30,85,Senado,Conocer propuestas para reforma educativa. 15 de enero de 2015 a las 09:30 horas,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
380,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-06 00:00:00,20,90,Senado En Valparaiso,PRESENTACION DE TECNOLOGIA QUE PERMITE QUE PUEDAN CONVIVIR PERSONAS QUE FUMAN Y NO FUMAN  PROTEGER EL MEDIO AMBIENTE LIBRE DE HUMO.,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
381,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-06 00:00:00,25,91,Senado En Valparaiso,PLAN MAESTRO PUERTO DE VALPARAISO,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
382,SENADO,nr005,10202,Ancud,Presencial,2014-12-05 00:00:00,60,92,Oficina Parlamentaria,Proyecto de Ley sobre Asignación de estimulo fito y zoosanitario para funcionarios del SAG,Ninguna de las anteriores.,268122,17,SENADO,Senador,Iván,Moreira Barros,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
395,SENADO,nr005,13101,Santiago,Presencial,2014-12-26 00:00:00,75,123,Miraflores 222 Piso 7,Dar a conocer la marcha de la fundación  del Hogar Betania ubicado en Pucón y del Hogar Pablo VI ubicado en San Felipe. Conocer el panorama legislativo relativo a las materias de cuidado de los niños que son los ocupantes de estos hogares  esto es  niños cuyos derechos han sido vulnerados.,Ninguna de las anteriores.,268131,26,SENADO,Senador,Alberto,Espina Otero,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
398,SENADO,nr005,13101,Santiago,Presencial,2014-12-29 00:00:00,45,126,Senado,Invitación a participar en próximo Seminario Internacional Residuos en Chiley la solicitud de contactos con países de América Latina,Ninguna de las anteriores.,268111,6,SENADO,Senador,Alejandro,Navarro Brain,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
401,SENADO,nr005,7301,Curicó,Presencial,2014-12-19 00:00:00,30,131,Oficina Regional Senador Coloma,Modificación Ley de Educación,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
402,SENADO,nr005,5101,Valparaíso,Presencial,2014-12-10 00:00:00,30,132,Oficina Del Senador En El Congreso Nacional.,Estado actual de la evolución del proceso para conformar un Área Marina Protegida en Isla de Pascua.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
412,SENADO,nr005,8101,Concepción,Presencial,2014-12-29 00:00:00,70,149,Sede Parlamentaria Concepción,"Exponer las razones que fundamentan la oposición de los agricultores de la comuna de Bulnes al proyecto termoeléctrico ""El Campesino""",Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
413,SENADO,nr005,13101,Santiago,Presencial,2015-01-15 00:00:00,30,166,Senado,Proyecto de Vida en Pareja (AVP - PUC). Jueves 15 de enero de 2015 a las 09:00 horas,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
417,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,10,189,Comite Independiente Mas  Piso 2 Senado,Innovación para Valparaíso,Ninguna de las anteriores.,268128,23,SENADO,Senador,Antonio,Horvath Kiss,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
420,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,30,194,Senado,Dar a conocer la enfermedad y sus necesidades,Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
